,type,organization,comment,photo,photo_after,coords,subdistrict,district,timestamp,state,star,last_activity,severity,time_to_solve
417,"{ถนน,จราจร}","เขตบางแค,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สน.หลักสอง,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 9 (บก.น.9),ผอ.เขตบางแค (นายณรงค์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)","สวัสดีครับอ.ชัชชาติและทีมงาน
ผมมีเรื่องต้องการจะร้องเรียนและขอเรียนเชิญให้มาทำการสุ่มตรวจพื้นที่ดังกล่าวตามรายละเอียดต่อไปนี้ครับ

1. บริเวณทางลง MRT หลักสองมีรถแท๊กซี่จำนวนมากจอดค้างนานเกินจำเป็นตลอดเวลา ส่งผลให้การจราจรติดขัดและรถติดสะสมยาวตลอดเกือบทั้งเส้น โดยเฉพาะช่วงเวลาที่ผู้คนสัญจร MRT มากที่สุด 

2. บริเวณดังกล่าวนานๆจะมีเจ้าหน้าที่ตำรวจเข้ามากวดขัน ซึ่งหากวันไหนมีเจ้าหน้าที่เข้ามาการจราจรจะถือว่าคล่องตัวได้ดี จึงอยากขอให้ตรวจสอบว่าทางเขตบางแคมีความละหลวมในเรื่องนี่หรือไม่

3. เพื่อให้เห็นภาพชัดเจนขอเรียนเชิญให้มาสุ่มตรวจในช่วงเวลาที่ผู้คนเลิกงาน จากประสบการณ์จราจรส่วนนี้จะติดขัดมากเป็นพิเศษช่วงเวลา 17:00 - 19:30 โดยสาเหตุหลักมาจากการจอดรถค้างเกินจำเป็นและกินพื้นที่ถนน

4. เนื่องจากบริเวณดังกล่าวมีรถประจำทางสัญจรอยู่หลายสาย ทำให้เป็นจุดรวมตัวของผู้โดยสารจำนวนมากที่ป้ายรถเมย์ ทว่าป้ายรถเมย์กลับมีขนาดเล็กเกิน ไม่สามารถรองรับผู้คนจำนวนมากได้ ส่งผลให้หลายๆครั้ง ผู้โดยสารต้องลงมายืนรอรถที่ถนน ดังนั้นหากมีพื้นที่ที่เหมาะสมอยากขอฝากเรื่องการปรับปรุงพื้นที่ส่วนป้ายรถเมย์นี้ด้วย

             ❤️ขอบคุณครับ ❤️",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/475ad246143878d3e16e38034b5a723b1b27706e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/9561522b51271d5220052eb935aad726.jpg,"100.40942,13.71083",บางแคเหนือ,บางแค,2022-05-31 10:21:36.714501+00,เสร็จสิ้น,3.0,2024-08-19 02:34:36.793879+00,Low,5
418,"{ถนน,ความสะอาด}","เขตคลองสามวา,ฝ่ายรักษาความสะอาดฯ เขตคลองสามวา,ผอ.เขตคลองสามวา (นายสมหวัง),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)","จะขอแจ้งปัญหาในเขตคลองสามวาค่ะ2เรื่องค่ะ
1) ตรงบริเวณถนนคู่ขนานกาญจนาภิเษกมีคนเอาขยะมาทิ้งตามริมทางเป็นจำนวนมากเลยค่ะ หนูอยู่หมู่บ้านบริเวณใกล้กับจุดตรงนี้ เลยมีแมลงวันมาตลอดเลยค่ะ บางครั้งก็มีกลิ่นมาตามลมค่ะแต่ไม่แรงมากค่ะแต่ว่าบริเวณนี้สกปรกไปเลยค่ะ 
2) ตรงบริเวณถนนตรงคู่ขนานกาญจนาภิเษก ไม่มีรถประจำทางผ่านเลยสักชนิดค่ะ รถเมย์ สองแถว รถตู้ รวมถึงแท็กซี่ มอไซวินก็ไม่ผ่านเลยค่ะ จะไปไหนต้องเรียกแกร็บกับรถส่วนตัวอย่างเดียวเลยค่ะ หนูไปเรียนไม่สะดวกเลยค่ะ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/8dfa8330d328d1c0fb2a74d27617cd1b5892e5ad.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b540aefee04711cd73b48e61cdd38529b40d19e7.jpg,"100.69774,13.90421",สามวาตะวันตก,คลองสามวา,2022-05-31 10:30:28.749626+00,เสร็จสิ้น,4.0,2022-06-08 07:19:33.499193+00,Very Low,5
419,"{ความปลอดภัย,สายไฟ,ต้นไม้}","เขตราชเทวี,ฝ่ายรักษาความสะอาดฯ เขตราชเทวี,ผอ.เขตราชเทวี (นายกรณิศ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ให้เข้ามาตัดต้นไม้ใหญ่ในชุมชน บ้านครัวเหนือ ซอย 6  ช่วงหน้าฝน กิ่งไม้หล่น มาโดนหลังคาบ้านทำให้กิดความเสียหาย   สายไฟใกล้กิ่งไม่อันตรายมากๆ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/a36da51456c80a5e29f0f87bc36f093a9a4647d2.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a339d9f98d83b4b49220950757876f21b937be07.jpg,"100.52757,13.74971",ถนนเพชรบุรี,ราชเทวี,2022-05-31 10:34:43.151494+00,เสร็จสิ้น,5.0,2022-06-15 07:17:49.809209+00,Very Low,10
420,"{คลอง,ความสะอาด}","เขตห้วยขวาง,ฝ่ายรักษาความสะอาดฯ เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",มีการทิ้งขยะในแหล่งน้ำ บริเวณคลองตรงแยกผังเมือง ถ.พระราม 9 ขยะเยอะมากๆ ครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/cd6d3c4fe2f53c6f2c5cffed37a6d142c9af2f2b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/64f4ee06b32404a8a00b8889637e350b0447e3b5.jpg,"100.57343,13.75528",ห้วยขวาง,ห้วยขวาง,2022-05-31 10:37:55.158961+00,เสร็จสิ้น,4.0,2022-06-18 05:25:39.364944+00,Very Low,7
421,{น้ำท่วม},"เขตบางเขน,ผอ.เขตบางเขน (น.ส.อัญชนา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)","แจ้งเรื่องน้ำท่วมในหมู่บ้านอินทรานนท์ ซอย 3 ระหว่างซอยลาดปลาเค้า 83 85 87
———
คือ ซอยนี้เป็นพื้นที่แอ่งกระทะ น้ำท่วมมักจะท่วมช่วงหน้าในทุกปี อยากจะให้ช่วยบรรเทาลอกท่อหน่อยครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/834ba1abd3089caa0eaeaf52089c7586bbda78e3.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9fbea83f8e87b46365821f8a929c95479228441f.jpg,"100.61052,13.86002",อนุสาวรีย์,บางเขน,2022-05-31 10:38:48.562504+00,เสร็จสิ้น,5.0,2022-06-04 02:36:46.430277+00,Very Low,2
422,{ทางเท้า},"เขตคลองสาน,ผอ.เขตคลองสาน (ว่าที่ ร.ต.สรวุฒิ),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",พื้นฟุตบาธพังค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/1aae99cd44a92ca1e9862386071ee3f14d4623f7.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7a49011aed37df30b1d5ac3a9bfbf5408df46f42.jpg,"100.50017,13.73238",สมเด็จเจ้าพระยา,คลองสาน,2022-05-31 10:46:06.561367+00,เสร็จสิ้น,4.0,2022-06-17 13:56:36.178771+00,Low,1
423,{ถนน},"เขตลาดพร้าว,ผอ.เขตลาดพร้าว (นางสุภาพร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ก่อสร้างล้ำเข้ามาในถนนสาธารณะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/c6dc5937419effcfa477a34bcccfc36adfb6e24d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/68fb7eaca836558a5aae743b73a5c8397468245c.jpg,"100.61158,13.81142",ลาดพร้าว,ลาดพร้าว,2022-05-31 10:50:15.491622+00,เสร็จสิ้น,5.0,2022-06-17 11:39:48.535461+00,Very Low,3
424,"{ถนน,ความปลอดภัย}","เขตบางนา,เขตพระโขนง,สำนักการโยธา กทม.,ผอ.เขตบางนา (นางประภัสสร),ผอ.เขตพระโขนง (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)","ถนนริมทางรถไฟสายปากน้ำ(ริมทางรถไฟสายเก่า)  ตั้งแต่ช่วงแฟลตตำรวจสถานีตำรวจบางนา จนถึงการไฟฟ้านครหลวงเขตบางนา
พื้นถนนเป็นหลุมเป็นบ่อหลายตำแหน่งค่ะ
บางตำแหน่งหลุมลึกมากจนอาจเกิดอันตรายกับผู้ขับขี่จักรยานยนต์ได้
และมีหลุมท่อเก่าที่ไม่ได้ใช้งานแล้วอยู่ตรงกลางถนน ทำให้พื้นผิวจราจรไม่เรียบค่ะ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/326b78d6a381b2f18b6324096dc490688fb8686b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/3a61ecb365c6fa82c44ed6f5ba7a774739c7769c.jpg,"100.59026,13.69191",บางจาก,พระโขนง,2022-05-31 10:51:38.714418+00,เสร็จสิ้น,3.0,2022-08-03 09:23:07.617492+00,Very Low,1
425,{ทางเท้า},"เขตจตุจักร,สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตบางเขน,ฝ่ายโยธา เขตจตุจักร,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,การไฟฟ้านครหลวง MEA,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ทางเดินเท้า,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/47d605e12976f2eda4adc6a97702f3844d7befc2.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/99993d42c0b9595f172ad13f86d4fc13c069d8ae.jpg,"100.57313,13.83528",เสนานิคม,จตุจักร,2022-05-31 11:09:12.278488+00,เสร็จสิ้น,3.0,2023-02-13 10:36:08.091469+00,Very Low,10
426,{ความสะอาด},"เขตดินแดง,ฝ่ายรักษาความสะอาดฯ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",มีการว่าขยะจำนวนมากบนท่างเดินเท่า บนถนนดินแดง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/353d0e72253b3a4f09cfbc49fc920cdacc6600b5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/bdefba151dd511d86ff6e35b9bbbe17f2e52d509.jpg,"100.56284,13.75635",ดินแดง,ดินแดง,2022-05-31 11:10:39.257701+00,เสร็จสิ้น,5.0,2022-06-20 02:43:18.178607+00,Very Low,21
427,{น้ำท่วม},"เขตบางเขน,ผอ.เขตบางเขน (น.ส.อัญชนา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บริเวณวงเวียนบางเขน และ มหาวิทยาลัยราชภัฏพระนคร มีน้ำท่วมสูงทุกคนั้งที่ฝนตก จราจรติดขัด เเละรถเล็ก เช่น มอเตอร์ไซค์บางคัน ไม่สามารถขับผ่านได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/8c82d7d9a4a137b0b16ad46d8ba0b5635bd0aba2.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/cf257b78207b70c3bbd8fa62bc911851a673ddbe.jpg,"100.59739,13.87501",อนุสาวรีย์,บางเขน,2022-05-31 11:19:38.388144+00,เสร็จสิ้น,5.0,2022-06-04 02:26:22.059814+00,Very Low,3
428,"{น้ำท่วม,ถนน}","เขตสายไหม,ฝ่ายโยธา เขตสายไหม,ผอ.เขตสายไหม (นายสมบัติ),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ถนนสายไหมน้ำท่วม บริเวณ หน้าโรงเรียนสารสาสน์ ค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/f4ab3319e34f52490f4931f627f21f731ef8ab27.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f8323eaf722f9c902f510ffc2584016f64643965.jpg,"100.68084,13.91882",สายไหม,สายไหม,2022-05-31 11:24:49.350902+00,เสร็จสิ้น,5.0,2022-06-17 03:31:24.960772+00,Very Low,1
429,{กีดขวาง},"เขตบางคอแหลม,สน.วัดพระยาไกร,ฝ่ายเทศกิจ เขตบางคอแหลม,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 5 (บก.น.5),ผอ.เขตบางคอแหลม (นางวาสนา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ร้องเรียนซอยเจริญราษฏร์5 แยก4-2 ทางเข้าซอย มีรถจอด2 ข้าง ทำให้เวลาเข้าออกซอยลำบาก  ตึกแถวหลังมุมทั้งสองฝั่ง ใช้เป็นพื้นที่จอดรถของตัวเอง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/72ad82d76a751fd4cbbe91d3b8f24a1a157ba4bb.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6ee519dc1403a495f3fdd2027d348d5740f8dffe.jpg,"100.51967,13.70249",บางโคล่,บางคอแหลม,2022-05-31 11:27:48.194286+00,เสร็จสิ้น,4.0,2022-06-08 03:08:54.801684+00,Very Low,1
430,{กีดขวาง},"เขตบางซื่อ,ฝ่ายเทศกิจ เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",วางเก้าอี้และโต๊ะบนฟุตบาทเพื่อใช้ในร้านค้าตัวเองให้ลูกค้านั่ง ยื่นออกมาจากตัวร้านเยอะ กีดขวางทางเดินเท้า,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/79312c5b3170b6742e2bbf074f4bdc780bdfd07b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/8c44332443557e0446aca56c1f93c5b669781b4a.jpg,"100.54218,13.84441",วงศ์สว่าง,บางซื่อ,2022-05-31 11:29:13.258886+00,เสร็จสิ้น,5.0,2022-07-04 15:22:25.117418+00,Very Low,11
431,{ถนน},"เขตจอมทอง,ฝ่ายโยธา เขตจอมทอง,การไฟฟ้านครหลวง เขตบางขุนเทียน,การไฟฟ้านครหลวง MEA,ผอ.เขตจอมทอง (นายณัฐพงษ์),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",สายสื่อสารไม่เป็นระเบียบ คนเดิน หรือ รถอาจเกี่ยว เป็นอันตรายได้ ในถนนจอมทองซอย 19,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/25f9f56c1f4b2458949b9b588c4167afa087b60e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/7785a06c2d5b3b28b1b336cb0f0d3c2545b7a1c8.jpg,"100.46859,13.69794",จอมทอง,จอมทอง,2022-05-31 11:36:45.852105+00,เสร็จสิ้น,5.0,2022-12-06 06:09:23.210668+00,Very Low,2
432,{ถนน},"เขตมีนบุรี,กรมทางหลวง,ฝ่ายโยธา เขตมีนบุรี,ผอ.เขตมีนบุรี (นายศักดิ์ชัย),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ถนนสุวินทวงศ์ ทำถนนปล่อยให้ฝุ่นเข้าร้านค้า ขายของไม่ได้ครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/c688855916b82666cf373fa0e35888964f9c65a7.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ce8afd2bca460cbf86988e09a644ec7369adab82.jpg,"100.77225,13.81338",แสนแสบ,มีนบุรี,2022-05-31 11:47:50.427001+00,เสร็จสิ้น,5.0,2023-08-08 07:55:31.632989+00,Low,3
433,{สัตว์จรจัด},"สำนักอนามัย,สำนักอนามัย กทม.,ฝ่ายสิ่งแวดล้อมฯ เขตตลิ่งชัน,เขตตลิ่งชัน,ผอ.เขตตลิ่งชัน (นางชดาวรรณ),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต),สำนักงานสัตวแพทย์สาธารณสุข สำนักอนามัย กทม.",ซอยบางระมาด 11 ตั้งแต่ปากซอยถึงท้ายซอยมีสุนัขจรจัดร่วม30ตัว คอยตามไล่คนเดินในซอย และไล่กัดกันเอง รวมถึงอุจจาระไปทั่ว,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/c3ae3e02f9e6389f9f62ae54006789314a44bcbb.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-08/1691393748738.jpeg,"100.41796,13.76312",บางระมาด,ตลิ่งชัน,2022-05-31 11:49:14.702153+00,เสร็จสิ้น,1.0,2023-08-07 07:35:49.778038+00,Very Low,11
434,"{ทางเท้า,ถนน,แสงสว่าง}","เขตพญาไท,สำนักการโยธา กทม.,ฝ่ายเทศกิจ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)","- ถนนประดิพัทธ์ มีไฟแต่ไม่เปิดค่ะ ถนนมืดมาก มีแต่ไฟจากร้านค้าข้างทาง 
- ร้านค้าข้างทางเต็มฟุตบาท จนแถบไม่มีทางเดินค่ะ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/52b539e973b9cf134756ee29953a7668807087ee.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/a37bb529d76b37862316b20f98ab227f6b55b5dc.jpg,"100.54203,13.79118",สามเสนใน,พญาไท,2022-05-31 11:50:44.724888+00,เสร็จสิ้น,5.0,2022-09-15 05:03:16.788016+00,Very Low,7
435,"{น้ำท่วม,ท่อระบายน้ำ,ถนน}","เขตดอนเมือง,ผอ.เขตดอนเมือง (นายสาโรจน์),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",1.ถนนในซอยไม่มีท่อระบายน้ำ รอบข้างเป็นพื้นที่ส่วนบุคคลเป็นฝนตกทำให้น้ำท่วม,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/0f90d730ae5197794d5d76fc3525b562d02d2e2a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/576efdfe8bc6101f550d04efab7101f02cd26bf8.jpg,"100.56167,13.91865",ดอนเมือง,ดอนเมือง,2022-05-31 11:51:21.628372+00,เสร็จสิ้น,5.0,2022-06-08 06:59:40.04723+00,Very Low,16
436,{ถนน},"เขตป้อมปราบศัตรูพ่าย,ฝ่ายเทศกิจ เขตป้อมปราบศัตรูพ่าย,ผอ.เขตป้อมปราบศัตรูพ่าย (นายพงษ์จักรินทร์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)","ถนนกรุงเกษม ริมคลอง
รถของบริษัทรับจ้างขนส่งของจอดรถปิดไป3 จาก4เลนครับ
จอดกันทั้งซ้าย-ขวาเลยครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/81e1f3626d1e080b27e3d50d52daa2b6ac8e5799.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f59c7b5d1dfd8974093b7f9324c650d1337e4382.jpg,"100.51547,13.73984",ป้อมปราบ,ป้อมปราบศัตรูพ่าย,2022-05-31 11:54:21.299491+00,เสร็จสิ้น,1.0,2022-06-20 03:53:12.472224+00,Very Low,6
437,"{ถนน,ทางเท้า}","เขตบางนา,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)","ปากซอยบางนา-ตราด2 มีการทิ้งขยะไว้ที่พื้น""ทุกวัน""เนื่องจากไม่มีถังขยะบริการ เนื่องจากเป็นบริเวณที่มีผู้คนสัญจรเยอะทำให้มีการทิ้งขยะทุกวัน ทั้งคนจากที่อยธ่อาศัยในซอยและนักเรียนจากฝั่งตรงข้ามของถนน และปัญหาอีกอย่างคือ ฟุตบาททำได้แย่มากตลอดแนวตั้งแต่สี่แยกบางนา  ล่าสุดผู้รับเหมาทำไม่เรียบร้อย ไม่เรียบมีการวางอิฐบล๊อกไม่เป็นที่ และสกปรกมาก ขอให้ช่วยแก้ไขด้วยครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/7bf60a4bb3b6e0b96b092fdc79fd4de7459fdd73.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b237cae5419f78ddd68c91873f4ce5c173922f1f.jpg,"100.61401,13.67135",บางนาเหนือ,บางนา,2022-05-31 11:57:04.159548+00,เสร็จสิ้น,3.0,2022-06-06 10:33:01.717605+00,Very Low,5
438,{จราจร},"เขตลาดพร้าว,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,ผอ.เขตลาดพร้าว (นางสุภาพร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",เรื่องที่ต้องการแจ้ง: สัญญาณไฟจราจรสี่แยกถ.โชคชัย 4 ตัดกับถ.สตรีวิทยา 2 ไม่ทำงาน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/79f4caabd9f1d61f4030cf9091feec08f58539ca.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-04/1682056354108.jpeg,"100.59636,13.82063",ลาดพร้าว,ลาดพร้าว,2022-05-31 11:58:58.302114+00,เสร็จสิ้น,2.0,2023-04-21 05:52:35.550202+00,Very Low,11
439,{ถนน},"เขตคลองสามวา,ฝ่ายเทศกิจ เขตคลองสามวา,ผอ.เขตคลองสามวา (นายสมหวัง),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",1 แยก ไฟแดงบริเวณ หน้าไปรษณี เขตสามวา ถนนหทัยราษฎร์ ฝั่งตรงข้าม ชื่อ มบ. พฤกลดา วงแหวนหทัยราษฎร์ ไฟแดง เสียนานมากแล้วค่ะ อุบัติเหตุ เกิดขึ้นเป็นประจำค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/c2742e7eae573d3299a70f578bb0c4308c69b0b2.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a6e4d98c661359ed790fea73b8f385403ee721c7.jpg,"100.71824,13.91017",สามวาตะวันตก,คลองสามวา,2022-05-31 11:59:54.213634+00,เสร็จสิ้น,5.0,2022-06-09 08:40:21.685042+00,Very Low,1
440,{ถนน},"เขตคลองสามวา,ฝ่ายเทศกิจ เขตคลองสามวา,ผอ.เขตคลองสามวา (นายสมหวัง),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",1 แยก ไฟแดงบริเวณ หน้าไปรษณี เขตสามวา ถนนหทัยราษฎร์ ฝั่งตรงข้าม ชื่อ มบ. พฤกลดา วงแหวนหทัยราษฎร์ ไฟแดง เสียนานมากแล้วค่ะ อุบัติเหตุ เกิดขึ้นเป็นประจำค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/6ca2d26b290e4bd80654ad82fcfd462eded6ddf6.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/116468d54a2f160c93ae6ba1092715b642f686e4.jpg,"100.71824,13.91017",สามวาตะวันตก,คลองสามวา,2022-05-31 11:59:56.889898+00,เสร็จสิ้น,5.0,2022-06-09 08:39:17.053407+00,Very Low,9
441,"{จราจร,ถนน}","เขตคลองสามวา,ฝ่ายเทศกิจ เขตคลองสามวา,ผอ.เขตคลองสามวา (นายสมหวัง),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",-รถติดมากช่วงเช้าและเย็น ถนนสุเหร่าคลองหนึ่ง แยกกับหมู เพราะมีคนงานก่อสร้างและรถกระบะมารับคนงานจอดเต็มถนน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/10abc26ec113ed8ffb55008c62b20c09b55af4f0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0d07bc254d7a8fddae59aac3cd03742dd1248f28.jpg,"100.71704,13.84991",บางชัน,คลองสามวา,2022-05-31 12:00:27.560584+00,เสร็จสิ้น,1.0,2022-06-30 13:20:24.476879+00,Very Low,1
442,{ถนน},"เขตภาษีเจริญ,สำนักการโยธา กทม.,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),ผอ.เขตภาษีเจริญ (นางเยาวะสกุล),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ตรง bts บางหว้า ตรงจะเลี้ยวเข้าถนนราชพฤกษ์ (ใกล้ๆทางม้าลายที่มีแจ้งไว้) มีฟุตบาธพัง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/b2920996c165940353959385722c1b1e8684bd8e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1706855633512.jpeg,"100.45751,13.72080",ปากคลองภาษีเจริญ,ภาษีเจริญ,2022-05-31 12:00:49.025051+00,เสร็จสิ้น,4.0,2024-02-02 06:33:55.065438+00,Very Low,10
443,{สะพาน},"เขตคลองสาน,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),กผ3 สวจ.",ขัดข้อง บริเวณทางโค้งถ.กรุงธนบุรีก่อนขึ้นสะพานตากสิน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/0b891fee323ba46aabc9d8911519f1aca86ea440.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1675999457461.jpeg,"100.50604,13.72114",คลองต้นไทร,คลองสาน,2022-05-31 12:02:21.224572+00,เสร็จสิ้น,3.0,2023-02-10 03:36:03.680372+00,Very Low,8
444,"{ถนน,จราจร}","เขตคลองสามวา,สำนักการโยธา กทม.,ฝ่ายโยธา เขตคลองสามวา,ผอ.เขตคลองสามวา (นายสมหวัง),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี),สำนักงานวิศวกรรมทาง สำนักการโยธา (สวก.สนย.) กทม.","ขอร่วมเป็นพลังทำให้กรุงเทพฯ ดีกว่าเดิม ร่วมบอกความฝันที่อยากให้เมืองดีขึ้น หรือแจ้งปัญหาที่อยากแก้ไขในพื้นที่เขตของเราพร้อมรายละเอียด
ถนนคลองสามวา ตัดแยกหทัยราษฎร์ 3 เลนมาลดเหลือ 2 เลนครึ่งจากการไม่สามารถเวนคืนที่ได้ตรงหัวมุมถนนไม่ได้ทำให้รถติด",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/3eaeaac32a8cb4b01eb38ff292ce90642a05e18f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/f8d1f751eb0e42c37ed6d505fc4633f27d349f67.jpg,"100.72212,13.86203",บางชัน,คลองสามวา,2022-05-31 12:03:59.604693+00,เสร็จสิ้น,4.0,2022-11-28 03:18:16.965736+00,Very Low,11
